"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"1",1,"Jahmyr Gibbs",DET,"RB1","6","5 out of 5","1 out of 5","5 out of 5 stars","0"
"2",1,"Bijan Robinson",ATL,"RB2","11","5 out of 5","1 out of 5","2 out of 5 stars","0"
"3",1,"Ja'Marr Chase",CIN,"WR1","6","5 out of 5","1 out of 5","4 out of 5 stars","0"
"4",1,"Puka Nacua",LAR,"WR2","11","5 out of 5","2 out of 5","1 out of 5 stars","0"
"5",1,"Jaxon Smith-Njigba",SEA,"WR3","11","5 out of 5","2 out of 5","3 out of 5 stars","+2"
"6",1,"Amon-Ra St. Brown",DET,"WR4","6","5 out of 5","1 out of 5","4 out of 5 stars","+2"
"7",1,"Christian McCaffrey",SF,"RB3","8","4 out of 5","4 out of 5","2 out of 5 stars","-2"
"8",1,"Jonathan Taylor",IND,"RB4","13","4 out of 5","3 out of 5","4 out of 5 stars","-2"
"9",1,"CeeDee Lamb",DAL,"WR5","14","4 out of 5","2 out of 5","2 out of 5 stars","+1"
"10",1,"James Cook III",BUF,"RB5","7","5 out of 5","2 out of 5","2 out of 5 stars","-1"
"11",2,"Justin Jefferson",MIN,"WR6","6","4 out of 5","2 out of 5","5 out of 5 stars","0"
"12",2,"Chase Brown",CIN,"RB6","6","5 out of 5","2 out of 5","2 out of 5 stars","+3"
"13",2,"A.J. Brown",NE,"WR7","11","5 out of 5","2 out of 5","2 out of 5 stars","+6"
"14",2,"Drake London",ATL,"WR8","11","4 out of 5","3 out of 5","3 out of 5 stars","+6"
"15",2,"Saquon Barkley",PHI,"RB7","10","4 out of 5","3 out of 5","4 out of 5 stars","-3"
"16",2,"De'Von Achane",MIA,"RB8","6","4 out of 5","4 out of 5","3 out of 5 stars","-3"
"17",2,"Brock Bowers",LV,"TE1","13","5 out of 5","2 out of 5","3 out of 5 stars","+4"
"18",2,"Nico Collins",HOU,"WR9","8","5 out of 5","2 out of 5","3 out of 5 stars","+5"
"19",2,"Omarion Hampton",LAC,"RB9","7","5 out of 5","2 out of 5","3 out of 5 stars","-3"
"20",2,"Kenneth Walker III",KC,"RB10","5","5 out of 5","3 out of 5","3 out of 5 stars","-3"
"21",2,"Derrick Henry",BAL,"RB11","13","4 out of 5","2 out of 5","3 out of 5 stars","-3"
"22",2,"Ashton Jeanty",LV,"RB12","13","4 out of 5","4 out of 5","2 out of 5 stars","-8"
"23",2,"George Pickens",DAL,"WR10","14","4 out of 5","3 out of 5","2 out of 5 stars","+2"
"24",2,"Chris Olave",NO,"WR11","8","4 out of 5","3 out of 5","3 out of 5 stars","+3"
"25",3,"Trey McBride",ARI,"TE2","14","4 out of 5","2 out of 5","2 out of 5 stars","-1"
"26",3,"Malik Nabers",NYG,"WR12","8","4 out of 5","4 out of 5","4 out of 5 stars","+3"
"",3
"27",3,"Josh Allen",BUF,"QB1","7","5 out of 5","1 out of 5","3 out of 5 stars","-5"
"28",3,"DeVonta Smith",PHI,"WR13","10","4 out of 5","2 out of 5","4 out of 5 stars","+3"
"29",3,"Rashee Rice",KC,"WR14","5","5 out of 5","4 out of 5","2 out of 5 stars","+3"
"30",3,"Zay Flowers",BAL,"WR15","13","4 out of 5","2 out of 5","4 out of 5 stars","+5"
"31",3,"Kyren Williams",LAR,"RB13","11","4 out of 5","2 out of 5","5 out of 5 stars","-5"
"32",3,"Javonte Williams",DAL,"RB14","14","4 out of 5","4 out of 5","4 out of 5 stars","-2"
"33",3,"Tee Higgins",CIN,"WR16","6","5 out of 5","2 out of 5","4 out of 5 stars","+3"
"34",3,"Breece Hall",NYJ,"RB15","13","4 out of 5","4 out of 5","3 out of 5 stars","0"
"35",3,"Lamar Jackson",BAL,"QB2","13","4 out of 5","3 out of 5","3 out of 5 stars","+5"
"36",3,"Tetairoa McMillan",CAR,"WR17","5","4 out of 5","3 out of 5","2 out of 5 stars","+3"
"37",3,"Garrett Wilson",NYJ,"WR18","13","4 out of 5","3 out of 5","4 out of 5 stars","+7"
"38",3,"Jaylen Waddle",DEN,"WR19","10","4 out of 5","3 out of 5","2 out of 5 stars","+8"
"39",3,"Ladd McConkey",LAC,"WR20","7","4 out of 5","3 out of 5","2 out of 5 stars","+4"
"40",3,"Colston Loveland",CHI,"TE3","10","5 out of 5","2 out of 5","2 out of 5 stars","+1"
"41",4,"Jeremiyah Love",ARI,"RB16","14","5 out of 5","3 out of 5","2 out of 5 stars","-13"
"42",4,"Emeka Egbuka",TB,"WR21","10","4 out of 5","3 out of 5","4 out of 5 stars","0"
"43",4,"Josh Jacobs",GB,"RB17","11","4 out of 5","4 out of 5","4 out of 5 stars","-10"
"44",4,"Drake Maye",NE,"QB3","11","5 out of 5","2 out of 5","2 out of 5 stars","+8"
"45",4,"Travis Etienne Jr.",NO,"RB18","8","4 out of 5","4 out of 5","3 out of 5 stars","-7"
"46",4,"Terry McLaurin",WAS,"WR22","7","4 out of 5","2 out of 5","2 out of 5 stars","+8"
"47",4,"D'Andre Swift",CHI,"RB19","10","3 out of 5","2 out of 5","2 out of 5 stars","0"
"48",4,"Davante Adams",LAR,"WR23","11","4 out of 5","4 out of 5","1 out of 5 stars","+8"
"49",4,"Joe Burrow",CIN,"QB4","6","4 out of 5","3 out of 5","3 out of 5 stars","+4"
"50",4,"Luther Burden III",CHI,"WR24","10","4 out of 5","4 out of 5","3 out of 5 stars","+5"
"51",4,"Tyler Warren",IND,"TE4","13","4 out of 5","2 out of 5","3 out of 5 stars","0"
"52",4,"Jameson Williams",DET,"WR25","6","4 out of 5","3 out of 5","4 out of 5 stars","+8"
"53",4,"Cam Skattebo",NYG,"RB20","8","4 out of 5","4 out of 5","4 out of 5 stars","-16"
"54",4,"Bucky Irving",TB,"RB21","10","3 out of 5","4 out of 5","2 out of 5 stars","-6"
"55",4,"Quinshon Judkins",CLE,"RB22","11","4 out of 5","4 out of 5","3 out of 5 stars","-10"
"56",4,"David Montgomery",HOU,"RB23","8","4 out of 5","2 out of 5","4 out of 5 stars","-7"
"57",4,"DJ Moore",BUF,"WR26","7","4 out of 5","2 out of 5","4 out of 5 stars","-7"
"58",4,"Christian Watson",GB,"WR27","11","4 out of 5","4 out of 5","5 out of 5 stars","+8"
"59",4,"Rome Odunze",CHI,"WR28","10","4 out of 5","3 out of 5","3 out of 5 stars","+3"
"60",4,"Mike Evans",SF,"WR29","8","4 out of 5","3 out of 5","2 out of 5 stars","+4"
"61",4,"Jayden Daniels",WAS,"QB5","7","4 out of 5","4 out of 5","2 out of 5 stars","0"
"62",4,"Jalen Hurts",PHI,"QB6","10","4 out of 5","3 out of 5","5 out of 5 stars","+1"
"63",4,"Bhayshul Tuten",JAC,"RB24","7","4 out of 5","3 out of 5","4 out of 5 stars","-5"
"64",4,"Jadarian Price",SEA,"RB25","11","4 out of 5","4 out of 5","4 out of 5 stars","-5"
"65",5,"Parker Washington",JAC,"WR30","7","4 out of 5","3 out of 5","4 out of 5 stars","+4"
"66",5,"TreVeyon Henderson",NE,"RB26","11","4 out of 5","4 out of 5","2 out of 5 stars","-9"
"67",5,"Caleb Williams",CHI,"QB7","10","5 out of 5","2 out of 5","3 out of 5 stars","+6"
"68",5,"Tucker Kraft",GB,"TE5","11","4 out of 5","2 out of 5","2 out of 5 stars","-3"
"69",5,"Rhamondre Stevenson",NE,"RB27","11","3 out of 5","3 out of 5","2 out of 5 stars","+1"
"70",5,"Marvin Harrison Jr.",ARI,"WR31","14","4 out of 5","4 out of 5","2 out of 5 stars","+5"
"71",5,"Justin Herbert",LAC,"QB8","7","5 out of 5","2 out of 5","2 out of 5 stars","+7"
"72",5,"Carnell Tate",TEN,"WR32","9","4 out of 5","3 out of 5","3 out of 5 stars","0"
"73",5,"Jaylen Warren",PIT,"RB28","9","4 out of 5","4 out of 5","2 out of 5 stars","-6"
"74",5,"Trevor Lawrence",JAC,"QB9","7","5 out of 5","2 out of 5","4 out of 5 stars","+11"
"75",5,"Brian Thomas Jr.",JAC,"WR33","7","2 out of 5","4 out of 5","4 out of 5 stars","+1"
"76",5,"Dak Prescott",DAL,"QB10","14","4 out of 5","2 out of 5","2 out of 5 stars","+4"
"77",5,"Tony Pollard",TEN,"RB29","9","4 out of 5","3 out of 5","3 out of 5 stars","0"
"78",5,"DK Metcalf",PIT,"WR34","9","3 out of 5","3 out of 5","3 out of 5 stars","+4"
"79",5,"Harold Fannin Jr.",CLE,"TE6","11","4 out of 5","3 out of 5","3 out of 5 stars","-11"
"80",5,"Sam LaPorta",DET,"TE7","6","4 out of 5","3 out of 5","3 out of 5 stars","-9"
"81",5,"Rico Dowdle",PIT,"RB30","9","4 out of 5","4 out of 5","2 out of 5 stars","-2"
"82",5,"Chris Godwin Jr.",TB,"WR35","10","4 out of 5","4 out of 5","4 out of 5 stars","+5"
"83",5,"Jonathon Brooks",CAR,"RB31","5","4 out of 5","4 out of 5","1 out of 5 stars","-2"
"84",5,"Kyle Pitts Sr.",ATL,"TE8","11","4 out of 5","4 out of 5","3 out of 5 stars","-10"
"85",5,"Courtland Sutton",DEN,"WR36","10","2 out of 5","4 out of 5","2 out of 5 stars","+1"
"86",5,"J.K. Dobbins",DEN,"RB32","10","4 out of 5","4 out of 5","2 out of 5 stars","+4"
"87",5,"Quentin Johnston",LAC,"WR37","7","4 out of 5","4 out of 5","2 out of 5 stars","+17"
"88",5,"Michael Pittman Jr.",PIT,"WR38","9","4 out of 5","3 out of 5","3 out of 5 stars","+23"
"89",5,"Michael Wilson",ARI,"WR39","14","-","-","2 out of 5 stars","0"
"90",6,"Blake Corum",LAR,"RB33","11","4 out of 5","4 out of 5","5 out of 5 stars","+1"
"",6
"91",6,"Chuba Hubbard",CAR,"RB34","5","2 out of 5","4 out of 5","1 out of 5 stars","-8"
"92",6,"Alec Pierce",IND,"WR40","13","4 out of 5","4 out of 5","4 out of 5 stars","0"
"93",6,"George Kittle",SF,"TE9","8","4 out of 5","4 out of 5","3 out of 5 stars","-5"
"94",6,"Brock Purdy",SF,"QB11","8","4 out of 5","2 out of 5","1 out of 5 stars","+14"
"95",6,"Josh Downs",IND,"WR41","13","3 out of 5","4 out of 5","4 out of 5 stars","+10"
"96",6,"Jaxson Dart",NYG,"QB12","8","5 out of 5","4 out of 5","4 out of 5 stars","-3"
"97",6,"Jacory Croskey-Merritt",WAS,"RB35","7","4 out of 5","4 out of 5","4 out of 5 stars","0"
"98",6,"Wan'Dale Robinson",TEN,"WR42","9","4 out of 5","3 out of 5","3 out of 5 stars","+26"
"99",6,"Bo Nix",DEN,"QB13","10","4 out of 5","2 out of 5","3 out of 5 stars","+3"
"100",6,"RJ Harvey",DEN,"RB36","10","2 out of 5","4 out of 5","2 out of 5 stars","-16"
"101",6,"Stefon Diggs",WAS,"WR43","7","4 out of 5","2 out of 5","2 out of 5 stars","+9"
"102",6,"Patrick Mahomes II",KC,"QB14","5","2 out of 5","4 out of 5","2 out of 5 stars","+4"
"103",6,"Jordan Mason",MIN,"RB37","6","4 out of 5","3 out of 5","4 out of 5 stars","-7"
"104",6,"Jordan Addison",MIN,"WR44","6","4 out of 5","3 out of 5","5 out of 5 stars","+5"
"105",6,"Kenny Gainwell",TB,"RB38","10","4 out of 5","3 out of 5","2 out of 5 stars","-2"
"106",6,"Travis Kelce",KC,"TE10","5","3 out of 5","3 out of 5","4 out of 5 stars","-12"
"107",6,"Jayden Reed",GB,"WR45","11","4 out of 5","4 out of 5","5 out of 5 stars","+6"
"108",6,"Matthew Stafford",LAR,"QB15","11","4 out of 5","2 out of 5","3 out of 5 stars","-7"
"109",6,"Jared Goff",DET,"QB16","6","3 out of 5","2 out of 5","5 out of 5 stars","+11"
"110",6,"Kyle Monangai",CHI,"RB39","10","4 out of 5","4 out of 5","2 out of 5 stars","-15"
"111",6,"Jakobi Meyers",JAC,"WR46","7","2 out of 5","3 out of 5","4 out of 5 stars","+18"
"112",6,"Dalton Kincaid",BUF,"TE11","7","3 out of 5","4 out of 5","3 out of 5 stars","-14"
"113",6,"Makai Lemon",PHI,"WR47","10","4 out of 5","3 out of 5","4 out of 5 stars","-13"
"114",6,"Rachaad White",WAS,"RB40","7","4 out of 5","3 out of 5","4 out of 5 stars","+4"
"115",6,"Aaron Jones Sr.",MIN,"RB41","6","1 out of 5","4 out of 5","4 out of 5 stars","+6"
"116",6,"Dallas Goedert",PHI,"TE12","10","4 out of 5","3 out of 5","4 out of 5 stars","+3"
"117",6,"Isaiah Likely",NYG,"TE13","8","4 out of 5","4 out of 5","3 out of 5 stars","-18"
"118",6,"Baker Mayfield",TB,"QB17","10","3 out of 5","4 out of 5","2 out of 5 stars","+14"
"119",6,"Jordan Love",GB,"QB18","11","4 out of 5","3 out of 5","4 out of 5 stars","+21"
"120",6,"Kyler Murray",MIN,"QB19","6","4 out of 5","3 out of 5","5 out of 5 stars","+6"
"121",6,"Chris Rodriguez Jr.",JAC,"RB42","7","3 out of 5","4 out of 5","4 out of 5 stars","+20"
"122",6,"Romeo Doubs",NE,"WR48","11","4 out of 5","3 out of 5","2 out of 5 stars","+21"
"123",6,"Xavier Worthy",KC,"WR49","5","4 out of 5","4 out of 5","2 out of 5 stars","+12"
"124",6,"Mark Andrews",BAL,"TE14","13","4 out of 5","4 out of 5","4 out of 5 stars","-2"
"125",6,"Jalen Coker",CAR,"WR50","5","4 out of 5","3 out of 5","2 out of 5 stars","+33"
"126",6,"Matthew Golden",GB,"WR51","11","4 out of 5","4 out of 5","5 out of 5 stars","+4"
"127",6,"Tyler Shough",NO,"QB20","8","4 out of 5","2 out of 5","3 out of 5 stars","+41"
"128",6,"Tyler Allgeier",ARI,"RB43","14","3 out of 5","4 out of 5","2 out of 5 stars","+8"
"129",6,"Woody Marks",HOU,"RB44","8","3 out of 5","4 out of 5","4 out of 5 stars","+9"
"130",6,"Jake Ferguson",DAL,"TE15","14","2 out of 5","4 out of 5","2 out of 5 stars","-13"
"131",6,"Khalil Shakir",BUF,"WR52","7","2 out of 5","4 out of 5","4 out of 5 stars","+25"
"132",6,"KC Concepcion",CLE,"WR53","11","4 out of 5","3 out of 5","3 out of 5 stars","-5"
"133",7,"Jordyn Tyson",NO,"WR54","8","3 out of 5","5 out of 5","3 out of 5 stars","-26"
"134",7,"Tyjae Spears",TEN,"RB45","9","3 out of 5","4 out of 5","3 out of 5 stars","+25"
"135",7,"Deebo Samuel Sr.",SF,"WR55","8","4 out of 5","4 out of 5","2 out of 5 stars","-2"
"136",7,"Malik Willis",MIA,"QB21","6","4 out of 5","4 out of 5","3 out of 5 stars","+19"
"137",7,"Juwan Johnson",NO,"TE16","8","4 out of 5","2 out of 5","2 out of 5 stars","+10"
"138",7,"Tank Bigsby",PHI,"RB46","10","4 out of 5","4 out of 5","4 out of 5 stars","+25"
"139",7,"Keaton Mitchell",LAC,"RB47","7","4 out of 5","3 out of 5","3 out of 5 stars","+23"
"140",7,"Rashid Shaheed",SEA,"WR56","11","3 out of 5","4 out of 5","3 out of 5 stars","-1"
"141",7,"Jonah Coleman",DEN,"RB48","10","4 out of 5","4 out of 5","2 out of 5 stars","+4"
"142",7,"Sam Darnold",SEA,"QB22","11","2 out of 5","4 out of 5","4 out of 5 stars","+6"
"143",7,"De'Zhaun Stribling",SF,"WR57","8","4 out of 5","4 out of 5","2 out of 5 stars","-31"
"144",7,"Hunter Henry",NE,"TE17","11","2 out of 5","4 out of 5","4 out of 5 stars","+10"
"145",7,"Zach Charbonnet",SEA,"RB49","11","3 out of 5","4 out of 5","4 out of 5 stars","-3"
"146",7,"Dylan Sampson",CLE,"RB50","11","4 out of 5","2 out of 5","3 out of 5 stars","+57"
"147",7,"C.J. Stroud",HOU,"QB23","8","3 out of 5","4 out of 5","4 out of 5 stars","+17"
"148",7,"Chig Okonkwo",WAS,"TE18","7","4 out of 5","4 out of 5","1 out of 5 stars","+19"
"149",7,"Isiah Pacheco",DET,"RB51","6","3 out of 5","4 out of 5","5 out of 5 stars","+4"
"150",7,"Dalton Schultz",HOU,"TE19","8","4 out of 5","2 out of 5","4 out of 5 stars","+34"
"151",7,"MarShawn Lloyd",GB,"RB52","11","4 out of 5","4 out of 5","4 out of 5 stars","-5"
"152",7,"Alvin Kamara",NO,"RB53","8","3 out of 5","4 out of 5","3 out of 5 stars","-1"
"153",7,"Adonai Mitchell",NYJ,"WR58","13","4 out of 5","4 out of 5","4 out of 5 stars","+83"
"154",7,"Cam Ward",TEN,"QB24","9","4 out of 5","4 out of 5","3 out of 5 stars","+21"
"155",7,"Tyrone Tracy Jr.",NYG,"RB54","8","2 out of 5","5 out of 5","4 out of 5 stars","-3"
"156",7,"Brenton Strange",JAC,"TE20","7","4 out of 5","3 out of 5","3 out of 5 stars","+5"
"157",7,"Daniel Jones",IND,"QB25","13","4 out of 5","4 out of 5","4 out of 5 stars","+17"
"158",7,"Denzel Boston",CLE,"WR59","11","4 out of 5","4 out of 5","3 out of 5 stars","+13"
"159",7,"Tre Tucker",LV,"WR60","13","4 out of 5","2 out of 5","2 out of 5 stars","+52"
"160",7,"Brian Robinson Jr.",ATL,"RB55","11","2 out of 5","4 out of 5","2 out of 5 stars","-16"
"161",7,"Braelon Allen",NYJ,"RB56","13","2 out of 5","4 out of 5","3 out of 5 stars","+47"
"162",7,"Jerry Jeudy",CLE,"WR61","11","1 out of 5","4 out of 5","3 out of 5 stars","+61"
"163",7,"Jauan Jennings",MIN,"WR62","6","2 out of 5","4 out of 5","5 out of 5 stars","+13"
"164",7,"Jalen McMillan",TB,"WR63","10","4 out of 5","4 out of 5","4 out of 5 stars","+21"
"165",7,"Tre' Harris",LAC,"WR64","7","4 out of 5","2 out of 5","2 out of 5 stars","+62"
"166",7,"Mike Washington Jr.",LV,"RB57","13","4 out of 5","4 out of 5","2 out of 5 stars","-38"
"167",7,"Ray Davis",BUF,"RB58","7","4 out of 5","4 out of 5","2 out of 5 stars","+58"
"168",7,"Dontayvion Wicks",PHI,"WR65","10","4 out of 5","4 out of 5","4 out of 5 stars","+50"
"169",7,"Kayshon Boutte",HOU,"WR66","8","3 out of 5","4 out of 5","3 out of 5 stars","+35"
"170",7,"Terrance Ferguson",LAR,"TE21","11","4 out of 5","4 out of 5","4 out of 5 stars","+11"
"171",8,"AJ Barner",SEA,"TE22","11","4 out of 5","2 out of 5","3 out of 5 stars","+16"
"172",8,"Bryce Young",CAR,"QB26","5","2 out of 5","4 out of 5","2 out of 5 stars","0"
"173",8,"Ryan Flournoy",DAL,"WR67","14","4 out of 5","3 out of 5","2 out of 5 stars","+88"
"174",8,"Pat Bryant",DEN,"WR68","10","3 out of 5","4 out of 5","2 out of 5 stars","+65"
"175",8,"Omar Cooper Jr.",NYJ,"WR69","13","4 out of 5","4 out of 5","4 out of 5 stars","+49"
"176",8,"T.J. Hockenson",MIN,"TE23","6","3 out of 5","4 out of 5","4 out of 5 stars","-6"
"177",8,"Emmett Johnson",KC,"RB59","5","4 out of 5","4 out of 5","3 out of 5 stars","+1"
"178",8,"Malik Washington",MIA,"WR70","6","3 out of 5","4 out of 5","3 out of 5 stars","+37"
"179",8,"Jalen Nailor",LV,"WR71","13","-","-","2 out of 5 stars","-14"
"180",8,"Calvin Ridley",TEN,"WR72","9","2 out of 5","4 out of 5","3 out of 5 stars","+48"
"181",8,"Keenan Allen",IND,"WR73","13","3 out of 5","3 out of 5","4 out of 5 stars","-24"
"182",8,"Oronde Gadsden II",LAC,"TE24","7","3 out of 5","4 out of 5","4 out of 5 stars","-9"
"183",8,"Kimani Vidal",LAC,"RB60","7","1 out of 5","4 out of 5","3 out of 5 stars","+64"
"184",8,"Jacoby Brissett",ARI,"QB27","14","2 out of 5","5 out of 5","2 out of 5 stars","+51"
"185",8,"Houston Texans",HOU,"DST1","8","-","-","2 out of 5 stars","-71"
"186",8,"Kenyon Sadiq",NYJ,"TE25","13","4 out of 5","4 out of 5","4 out of 5 stars","-7"
"187",8,"Denver Broncos",DEN,"DST2","10","-","-","4 out of 5 stars","-64"
"188",8,"Gunnar Helm",TEN,"TE26","9","3 out of 5","4 out of 5","3 out of 5 stars","+65"
"189",8,"Nicholas Singleton",TEN,"RB61","9","3 out of 5","4 out of 5","3 out of 5 stars","+40"
"190",8,"Sean Tucker",TB,"RB62","10","3 out of 5","4 out of 5","2 out of 5 stars","+62"
"191",8,"Seattle Seahawks",SEA,"DST3","11","-","-","2 out of 5 stars","-66"
"192",8,"Los Angeles Rams",LAR,"DST4","11","-","-","2 out of 5 stars","-77"
"193",8,"Jaylin Noel",HOU,"WR74","8","4 out of 5","3 out of 5","3 out of 5 stars","+114"
"194",8,"Travis Hunter",JAC,"WR75","7","3 out of 5","4 out of 5","4 out of 5 stars","-8"
"195",8,"Jacksonville Jaguars",JAC,"DST5","7","-","-","3 out of 5 stars","-7"
"196",8,"Jaydon Blue",DAL,"RB63","14","4 out of 5","4 out of 5","4 out of 5 stars","-7"
"197",8,"Philadelphia Eagles",PHI,"DST6","10","-","-","0 out of 5 stars","-60"
"198",8,"New England Patriots",NE,"DST7","11","-","-","3 out of 5 stars","-29"
"199",8,"Pittsburgh Steelers",PIT,"DST8","9","-","-","5 out of 5 stars","-6"
"200",8,"Rashod Bateman",BAL,"WR76","13","3 out of 5","4 out of 5","4 out of 5 stars","-"
"201",8,"Pat Freiermuth",PIT,"TE27","9","3 out of 5","3 out of 5","2 out of 5 stars","-6"
"202",8,"Brandon Aubrey",DAL,"K1","14","5 out of 5","1 out of 5","2 out of 5 stars","-86"
"203",8,"Geno Smith",NYJ,"QB28","13","2 out of 5","4 out of 5","4 out of 5 stars","+34"
"204",8,"Los Angeles Chargers",LAC,"DST9","7","-","-","3 out of 5 stars","-10"
"205",8,"Cameron Dicker",LAC,"K2","7","5 out of 5","1 out of 5","2 out of 5 stars","-71"
"206",8,"Aaron Rodgers",PIT,"QB29","9","2 out of 5","4 out of 5","2 out of 5 stars","-29"
"207",8,"Minnesota Vikings",MIN,"DST10","6","-","-","1 out of 5 stars","-24"
"208",8,"Cade Otton",TB,"TE28","10","2 out of 5","4 out of 5","2 out of 5 stars","+42"
"209",8,"Tank Dell",HOU,"WR77","8","4 out of 5","4 out of 5","3 out of 5 stars","+12"
"210",8,"Cooper Kupp",SEA,"WR78","11","2 out of 5","4 out of 5","3 out of 5 stars","-14"
"211",8,"Ka'imi Fairbairn",HOU,"K3","8","5 out of 5","1 out of 5","2 out of 5 stars","-80"
"212",8,"Kaytron Allen",WAS,"RB64","7","2 out of 5","4 out of 5","4 out of 5 stars","+32"
"213",8,"George Holani",SEA,"RB65","11","3 out of 5","4 out of 5","4 out of 5 stars","+53"
"214",8,"Cam Little",JAC,"K4","7","-","-","4 out of 5 stars","-54"
"215",8,"Isaac TeSlaa",DET,"WR79","6","3 out of 5","4 out of 5","4 out of 5 stars","-14"
"216",8,"Darnell Mooney",NYG,"WR80","8","3 out of 5","4 out of 5","4 out of 5 stars","+53"
"217",8,"Kansas City Chiefs",KC,"DST11","5","-","-","3 out of 5 stars","+13"
"218",8,"Baltimore Ravens",BAL,"DST12","13","-","-","5 out of 5 stars","-27"
"219",8,"Jason Myers",SEA,"K5","11","4 out of 5","1 out of 5","4 out of 5 stars","-70"
"220",8,"James Conner",ARI,"RB66","14","3 out of 5","4 out of 5","2 out of 5 stars","-23"
"221",8,"Tyler Loop",BAL,"K6","13","-","-","3 out of 5 stars","-22"
"222",8,"Green Bay Packers",GB,"DST13","11","-","-","2 out of 5 stars","-12"
"223",8,"Emanuel Wilson",SEA,"RB67","11","2 out of 5","4 out of 5","4 out of 5 stars","+68"
"224",8,"Jake Bates",DET,"K7","6","4 out of 5","2 out of 5","5 out of 5 stars","-32"
"225",8,"Eddy Pineiro",SF,"K8","8","4 out of 5","1 out of 5","5 out of 5 stars","-25"
"226",9,"Jaylen Wright",MIA,"RB68","6","-","-","3 out of 5 stars","+15"
"227",9,"Germie Bernard",PIT,"WR81","9","2 out of 5","4 out of 5","3 out of 5 stars","+41"
"228",9,"Kaelon Black",SF,"RB69","8","3 out of 5","4 out of 5","2 out of 5 stars","-46"
"229",9,"Harrison Mevis",LAR,"K9","11","4 out of 5","2 out of 5","2 out of 5 stars","-39"
"230",9,"Detroit Lions",DET,"DST14","6","-","-","5 out of 5 stars","-21"
"231",9,"Zachariah Branch",ATL,"WR82","11","2 out of 5","4 out of 5","3 out of 5 stars","+9"
"232",9,"Cairo Santos",CHI,"K10","10","3 out of 5","3 out of 5","0 out of 5 stars","+17"
"233",9,"Buffalo Bills",BUF,"DST15","7","-","-","3 out of 5 stars","+1"
"234",9,"Troy Franklin",DEN,"WR83","10","1 out of 5","5 out of 5","2 out of 5 stars","+67"
"235",9,"Devaughn Vele",NO,"WR84","8","2 out of 5","4 out of 5","3 out of 5 stars","+37"
"236",9,"Justice Hill",BAL,"RB70","13","-","-","3 out of 5 stars","-3"
"237",9,"David Njoku",LAC,"TE29","7","4 out of 5","4 out of 5","4 out of 5 stars","-57"
"238",9,"Malachi Fields",NYG,"WR85","8","4 out of 5","4 out of 5","4 out of 5 stars","-7"
"239",9,"Fernando Mendoza",LV,"QB30","13","4 out of 5","3 out of 5","1 out of 5 stars","-73"
"240",9,"Chase McLaughlin",TB,"K11","10","4 out of 5","2 out of 5","3 out of 5 stars","-14"
"241",9,"Evan McPherson",CIN,"K12","6","4 out of 5","2 out of 5","2 out of 5 stars","-35"
"242",9,"Cleveland Browns",CLE,"DST16","11","-","-","5 out of 5 stars","+14"
"243",9,"Evan Engram",DEN,"TE30","10","-","-","4 out of 5 stars","+32"
"244",9,"Ja'Kobi Lane",BAL,"WR86","13","4 out of 5","4 out of 5","4 out of 5 stars","-94"
"245",9,"Keon Coleman",BUF,"WR87","7","2 out of 5","4 out of 5","4 out of 5 stars","+28"
"246",9,"Andy Borregales",NE,"K13","11","-","-","1 out of 5 stars","-26"
"247",9,"Najee Harris",NYG,"RB71","8","2 out of 5","4 out of 5","4 out of 5 stars","+12"
"248",9,"Chris Bell",MIA,"WR88","6","3 out of 5","4 out of 5","3 out of 5 stars","-10"
"249",9,"Jack Bech",LV,"WR89","13","3 out of 5","4 out of 5","2 out of 5 stars","-"
"250",9,"Antonio Williams",WAS,"WR90","7","4 out of 5","2 out of 5","2 out of 5 stars","+26"
"251",9,"Jordan James",SF,"RB72","8","2 out of 5","4 out of 5","2 out of 5 stars","+4"
"252",9,"Demond Claiborne",MIN,"RB73","6","3 out of 5","4 out of 5","4 out of 5 stars","+8"
"253",9,"Chris Brooks",GB,"RB74","11","2 out of 5","4 out of 5","4 out of 5 stars","+65"
"254",9,"Isaiah Davis",NYJ,"RB75","13","2 out of 5","4 out of 5","3 out of 5 stars","-"
"255",9,"Samaje Perine",CIN,"RB76","6","2 out of 5","5 out of 5","2 out of 5 stars","+22"
"256",9,"Harrison Butker",KC,"K14","5","-","-","5 out of 5 stars","-58"
"257",9,"Ollie Gordon II",MIA,"RB77","6","3 out of 5","4 out of 5","3 out of 5 stars","-"
"258",9,"Colby Parkinson",LAR,"TE31","11","-","-","4 out of 5 stars","+13"
"259",9,"Malik Davis",DAL,"RB78","14","-","-","4 out of 5 stars","+37"
"260",9,"Ted Hurst III",TB,"WR91","10","4 out of 5","4 out of 5","4 out of 5 stars","+4"
"261",9,"Tua Tagovailoa",ATL,"QB31","11","2 out of 5","5 out of 5","4 out of 5 stars","-18"
"262",9,"Chris Boswell",PIT,"K15","9","4 out of 5","2 out of 5","4 out of 5 stars","-45"
"263",9,"Tory Horton",SEA,"WR92","11","3 out of 5","4 out of 5","3 out of 5 stars","+26"
"264",9,"Elic Ayomanor",TEN,"WR93","9","1 out of 5","5 out of 5","3 out of 5 stars","-"
"265",9,"Greg Dulcich",MIA,"TE32","6","4 out of 5","4 out of 5","5 out of 5 stars","-52"
